method,scenario,topology_a,topology_b,ordered_pair_label,latent_spearman,metric_spearman,delta_spearman,metric_spearman_column,n_observations,source_csv,ordered_topology_pairs,mesh_pair_level,chamfer_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,chamfer_seconds_mean,chamfer_seconds_median,total_pair_seconds_mean,total_pair_seconds_median,output_dir,output_json,output_csv,output_md,registered_chamfer_spearman,registered_chamfer_pearson,model_beats_registered_chamfer,rigid_icp_seconds_mean,rigid_icp_seconds_median,nonrigid_cpd_seconds_mean,nonrigid_cpd_seconds_median,warp_seconds_mean,warp_seconds_median,registration_seconds_mean,registration_seconds_median,nicp_correspondence_spearman,nicp_correspondence_pearson,model_beats_nicp_correspondence,nonrigid_nicp_seconds_mean,nonrigid_nicp_seconds_median,metric_seconds_mean,metric_seconds_median
rigid_cpd_chamfer,clean,down8k,noisy,down8k__to__noisy,0.793218,-0.017696,0.810913,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/down8k__to__noisy/ranking_summary.csv,1,1,,0.826279,,0.853431,,100,4950,4950,0.000433,0.000431,0.012156,0.012252,,,,,-0.017696,-0.027152,1,0.000969,0.000968,0.010629,0.010700,0.000125,0.000124,0.011598,0.011694,,,,,,,
rigid_cpd_chamfer,clean,down8k,original,down8k__to__original,0.780879,-0.012071,0.792950,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/down8k__to__original/ranking_summary.csv,1,1,,0.816663,,0.822764,,100,4950,4950,0.000433,0.000431,0.012147,0.012216,,,,,-0.012071,-0.006101,1,0.000965,0.000961,0.010624,0.010688,0.000125,0.000124,0.011589,0.011662,,,,,,,
rigid_cpd_chamfer,clean,down8k,remesh,down8k__to__remesh,0.795255,-0.037055,0.832310,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/down8k__to__remesh/ranking_summary.csv,1,1,,0.824884,,0.866849,,100,4950,4950,0.000348,0.000342,0.011954,0.012187,,,,,-0.037055,-0.041965,1,0.000897,0.000895,0.010582,0.010803,0.000127,0.000125,0.011479,0.011720,,,,,,,
rigid_cpd_chamfer,clean,down8k,up60k,down8k__to__up60k,0.803707,-0.015462,0.819169,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/down8k__to__up60k/ranking_summary.csv,1,1,,0.833792,,0.863052,,100,4950,4950,0.011568,0.012329,0.021929,0.023951,,,,,-0.015462,-0.029261,1,0.000842,0.000834,0.009386,0.010479,0.000132,0.000126,0.010228,0.011380,,,,,,,
rigid_cpd_chamfer,clean,noisy,crop,noisy__to__crop,0.747472,0.012536,0.734936,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/noisy__to__crop/ranking_summary.csv,1,1,,0.780813,,0.761420,,100,4950,4950,0.007548,0.007624,0.019462,0.019696,,,,,0.012536,0.019393,1,0.000889,0.000885,0.010817,0.010969,0.000208,0.000205,0.011706,0.011878,,,,,,,
rigid_cpd_chamfer,clean,noisy,down8k,noisy__to__down8k,0.779347,0.012251,0.767096,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/noisy__to__down8k/ranking_summary.csv,1,1,,0.803800,,0.773206,,100,4950,4950,0.000432,0.000429,0.012270,0.012374,,,,,0.012251,0.030594,1,0.000957,0.000961,0.010674,0.010760,0.000208,0.000206,0.011631,0.011737,,,,,,,
rigid_cpd_chamfer,clean,noisy,original,noisy__to__original,0.820523,0.015824,0.804699,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/noisy__to__original/ranking_summary.csv,1,1,,0.847855,,0.822163,,100,4950,4950,0.009129,0.009131,0.020976,0.021041,,,,,0.015824,0.025692,1,0.000947,0.000940,0.010694,0.010748,0.000207,0.000204,0.011640,0.011705,,,,,,,
rigid_cpd_chamfer,clean,noisy,remesh,noisy__to__remesh,0.770576,-0.002791,0.773367,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/noisy__to__remesh/ranking_summary.csv,1,1,,0.793942,,0.809385,,100,4950,4950,0.005205,0.005210,0.017147,0.017219,,,,,-0.002791,-0.015443,1,0.000932,0.000928,0.010802,0.010858,0.000207,0.000206,0.011734,0.011802,,,,,,,
rigid_cpd_chamfer,clean,noisy,up60k,noisy__to__up60k,0.790981,0.012052,0.778929,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/noisy__to__up60k/ranking_summary.csv,1,1,,0.816460,,0.814458,,100,4950,4950,0.048436,0.048549,0.060387,0.060594,,,,,0.012052,0.002002,1,0.000976,0.000973,0.010767,0.010845,0.000208,0.000206,0.011743,0.011843,,,,,,,
rigid_cpd_chamfer,clean,original,crop,original__to__crop,0.770836,-0.001945,0.772780,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/original__to__crop/ranking_summary.csv,1,1,,0.800945,,0.804498,,100,4950,4950,0.007548,0.007624,0.019452,0.019674,,,,,-0.001945,-0.003553,1,0.000876,0.000870,0.010821,0.010962,0.000208,0.000205,0.011697,0.011860,,,,,,,
rigid_cpd_chamfer,clean,original,down8k,original__to__down8k,0.772341,0.006626,0.765715,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/original__to__down8k/ranking_summary.csv,1,1,,0.795872,,0.792587,,100,4950,4950,0.000432,0.000429,0.012261,0.012358,,,,,0.006626,0.003285,1,0.000950,0.000951,0.010672,0.010759,0.000208,0.000206,0.011622,0.011720,,,,,,,
rigid_cpd_chamfer,clean,original,noisy,original__to__noisy,0.822388,0.001133,0.821255,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/original__to__noisy/ranking_summary.csv,1,1,,0.846550,,0.831269,,100,4950,4950,0.009126,0.009131,0.020994,0.021074,,,,,0.001133,0.015281,1,0.000952,0.000952,0.010711,0.010767,0.000206,0.000204,0.011662,0.011737,,,,,,,
rigid_cpd_chamfer,clean,original,remesh,original__to__remesh,0.761843,0.007074,0.754769,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/original__to__remesh/ranking_summary.csv,1,1,,0.784246,,0.778673,,100,4950,4950,0.005205,0.005210,0.017176,0.017261,,,,,0.007074,0.005573,1,0.000944,0.000941,0.010819,0.010895,0.000208,0.000206,0.011763,0.011843,,,,,,,
rigid_cpd_chamfer,clean,original,up60k,original__to__up60k,0.786672,0.035362,0.751310,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/original__to__up60k/ranking_summary.csv,1,1,,0.811031,,0.785267,,100,4950,4950,0.048429,0.048549,0.060337,0.060559,,,,,0.035362,0.025765,1,0.000955,0.000951,0.010745,0.010845,0.000208,0.000206,0.011701,0.011812,,,,,,,
rigid_cpd_chamfer,clean,remesh,crop,remesh__to__crop,0.684899,0.027299,0.657600,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/remesh__to__crop/ranking_summary.csv,1,1,,0.725806,,0.701612,,100,4950,4950,0.002869,0.003343,0.013520,0.015063,,,,,0.027299,0.024194,1,0.000825,0.000820,0.009633,0.010651,0.000192,0.000185,0.010458,0.011551,,,,,,,
rigid_cpd_chamfer,clean,remesh,down8k,remesh__to__down8k,0.795735,-0.008166,0.803900,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/remesh__to__down8k/ranking_summary.csv,1,1,,0.824835,,0.834885,,100,4950,4950,0.000347,0.000341,0.011854,0.012081,,,,,-0.008166,-0.010050,1,0.000921,0.000915,0.010401,0.010607,0.000186,0.000183,0.011322,0.011556,,,,,,,
rigid_cpd_chamfer,clean,remesh,noisy,remesh__to__noisy,0.784484,-0.006728,0.791212,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/remesh__to__noisy/ranking_summary.csv,1,1,,0.815469,,0.818369,,100,4950,4950,0.003702,0.003706,0.015363,0.015443,,,,,-0.006728,-0.002900,1,0.000940,0.000936,0.010535,0.010590,0.000185,0.000184,0.011475,0.011551,,,,,,,
rigid_cpd_chamfer,clean,remesh,original,remesh__to__original,0.770669,0.045456,0.725213,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/remesh__to__original/ranking_summary.csv,1,1,,0.804695,,0.753096,,100,4950,4950,0.003702,0.003706,0.015365,0.015442,,,,,0.045456,0.051598,1,0.000941,0.000936,0.010536,0.010596,0.000185,0.000184,0.011477,0.011551,,,,,,,
rigid_cpd_chamfer,clean,remesh,up60k,remesh__to__up60k,0.805621,0.035995,0.769626,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/remesh__to__up60k/ranking_summary.csv,1,1,,0.833404,,0.812162,,100,4950,4950,0.032803,0.033482,0.044032,0.045195,,,,,0.035995,0.021242,1,0.000894,0.000893,0.010149,0.010584,0.000186,0.000183,0.011043,0.011510,,,,,,,
rigid_cpd_chamfer,clean,up60k,crop,up60k__to__crop,0.705220,0.036114,0.669106,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/up60k__to__crop/ranking_summary.csv,1,1,,0.746336,,0.728465,,100,4950,4950,0.034468,0.039049,0.039820,0.045496,,,,,0.036114,0.017871,1,0.000526,0.000508,0.004390,0.004017,0.000437,0.000426,0.004916,0.004557,,,,,,,
rigid_cpd_chamfer,clean,up60k,down8k,up60k__to__down8k,0.798419,0.043993,0.754426,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/up60k__to__down8k/ranking_summary.csv,1,1,,0.827973,,0.785103,,100,4950,4950,0.012923,0.013635,0.023437,0.025256,,,,,0.043993,0.042871,1,0.000857,0.000852,0.009249,0.010278,0.000408,0.000401,0.010106,0.011197,,,,,,,
rigid_cpd_chamfer,clean,up60k,noisy,up60k__to__noisy,0.797932,0.022616,0.775315,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/up60k__to__noisy/ranking_summary.csv,1,1,,0.829819,,0.808231,,100,4950,4950,0.052249,0.052358,0.064171,0.064385,,,,,0.022616,0.021588,1,0.000967,0.000964,0.010552,0.010651,0.000403,0.000401,0.011518,0.011632,,,,,,,
rigid_cpd_chamfer,clean,up60k,original,up60k__to__original,0.788413,0.039411,0.749002,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/up60k__to__original/ranking_summary.csv,1,1,,0.822885,,0.797290,,100,4950,4950,0.052249,0.052358,0.064152,0.064351,,,,,0.039411,0.025595,1,0.000953,0.000954,0.010547,0.010641,0.000403,0.000401,0.011500,0.011601,,,,,,,
rigid_cpd_chamfer,clean,up60k,remesh,up60k__to__remesh,0.800763,-0.000332,0.801095,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/clean/up60k__to__remesh/ranking_summary.csv,1,1,,0.828871,,0.834189,,100,4950,4950,0.036064,0.036599,0.047645,0.048627,,,,,-0.000332,-0.005318,1,0.000892,0.000890,0.010285,0.010688,0.000404,0.000401,0.011177,0.011613,,,,,,,
rigid_cpd_chamfer,jitter,crop,down8k,crop__to__down8k,0.585308,0.034821,0.550487,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/crop__to__down8k/ranking_summary.csv,1,1,,0.605933,,0.579956,,100,4950,4950,0.000539,0.000433,0.008757,0.008606,,,,,0.034821,0.025976,1,0.000581,0.000555,0.007410,0.007463,0.000228,0.000218,0.007991,0.008046,,,,,,,
rigid_cpd_chamfer,jitter,crop,noisy,crop__to__noisy,0.656367,-0.011718,0.668085,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/crop__to__noisy/ranking_summary.csv,1,1,,0.681657,,0.701257,,100,4950,4950,0.007003,0.007087,0.018897,0.019154,,,,,-0.011718,-0.019600,1,0.000759,0.000746,0.010927,0.011106,0.000208,0.000206,0.011686,0.011878,,,,,,,
rigid_cpd_chamfer,jitter,crop,original,crop__to__original,0.686659,0.028780,0.657878,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/crop__to__original/ranking_summary.csv,1,1,,0.713367,,0.710358,,100,4950,4950,0.007003,0.007087,0.018854,0.019097,,,,,0.028780,0.003009,1,0.000751,0.000733,0.010893,0.011069,0.000208,0.000206,0.011644,0.011822,,,,,,,
rigid_cpd_chamfer,jitter,crop,remesh,crop__to__remesh,0.563534,0.028777,0.534757,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/crop__to__remesh/ranking_summary.csv,1,1,,0.589145,,0.581751,,100,4950,4950,0.003717,0.004237,0.014769,0.016178,,,,,0.028777,0.007394,1,0.000705,0.000697,0.010133,0.011003,0.000213,0.000208,0.010838,0.011741,,,,,,,
rigid_cpd_chamfer,jitter,crop,up60k,crop__to__up60k,0.627666,0.011020,0.616646,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/crop__to__up60k/ranking_summary.csv,1,1,,0.650773,,0.647836,,100,4950,4950,0.026855,0.031660,0.032294,0.037991,,,,,0.011020,0.002936,1,0.000465,0.000443,0.004729,0.004405,0.000244,0.000236,0.005195,0.004948,,,,,,,
rigid_cpd_chamfer,jitter,down8k,crop,down8k__to__crop,0.608533,0.001142,0.607391,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/down8k__to__crop/ranking_summary.csv,1,1,,0.649096,,0.667910,,100,4950,4950,0.000565,0.000436,0.008827,0.008936,,,,,0.001142,-0.018814,1,0.000567,0.000542,0.007551,0.007865,0.000145,0.000134,0.008118,0.008502,,,,,,,
rigid_cpd_chamfer,jitter,down8k,noisy,down8k__to__noisy,0.692082,0.016908,0.675174,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/down8k__to__noisy/ranking_summary.csv,1,1,,0.731748,,0.724899,,100,4950,4950,0.000432,0.000430,0.012462,0.012559,,,,,0.016908,0.006849,1,0.000799,0.000789,0.011105,0.011168,0.000126,0.000125,0.011905,0.012003,,,,,,,
rigid_cpd_chamfer,jitter,down8k,original,down8k__to__original,0.710318,0.050686,0.659632,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/down8k__to__original/ranking_summary.csv,1,1,,0.749278,,0.707659,,100,4950,4950,0.000432,0.000430,0.012435,0.012518,,,,,0.050686,0.041620,1,0.000792,0.000781,0.011085,0.011154,0.000126,0.000125,0.011877,0.011962,,,,,,,
rigid_cpd_chamfer,jitter,down8k,remesh,down8k__to__remesh,0.700946,0.043476,0.657470,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/down8k__to__remesh/ranking_summary.csv,1,1,,0.738231,,0.719866,,100,4950,4950,0.000349,0.000343,0.012203,0.012461,,,,,0.043476,0.018365,1,0.000776,0.000764,0.010950,0.011174,0.000128,0.000126,0.011726,0.011990,,,,,,,
rigid_cpd_chamfer,jitter,down8k,up60k,down8k__to__up60k,0.732286,0.034972,0.697314,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/down8k__to__up60k/ranking_summary.csv,1,1,,0.766399,,0.752527,,100,4950,4950,0.011620,0.012392,0.022204,0.024290,,,,,0.034972,0.013872,1,0.000720,0.000707,0.009730,0.010886,0.000134,0.000127,0.010450,0.011657,,,,,,,
rigid_cpd_chamfer,jitter,noisy,crop,noisy__to__crop,0.673984,-0.006984,0.680968,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/noisy__to__crop/ranking_summary.csv,1,1,,0.707477,,0.706362,,100,4950,4950,0.007548,0.007625,0.019635,0.019865,,,,,-0.006984,0.001115,1,0.000753,0.000738,0.011126,0.011287,0.000209,0.000207,0.011878,0.012047,,,,,,,
rigid_cpd_chamfer,jitter,noisy,down8k,noisy__to__down8k,0.684142,0.032281,0.651861,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/noisy__to__down8k/ranking_summary.csv,1,1,,0.714141,,0.674930,,100,4950,4950,0.000434,0.000431,0.012551,0.012650,,,,,0.032281,0.039211,1,0.000795,0.000779,0.011113,0.011193,0.000209,0.000208,0.011908,0.012007,,,,,,,
rigid_cpd_chamfer,jitter,noisy,original,noisy__to__original,0.754559,0.019499,0.735060,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/noisy__to__original/ranking_summary.csv,1,1,,0.786233,,0.764207,,100,4950,4950,0.009129,0.009131,0.021251,0.021319,,,,,0.019499,0.022026,1,0.000811,0.000800,0.011104,0.011164,0.000208,0.000206,0.011914,0.011980,,,,,,,
rigid_cpd_chamfer,jitter,noisy,remesh,noisy__to__remesh,0.667592,0.002539,0.665053,registered_chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_registered_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_cpd64/jitter/noisy__to__remesh/ranking_summary.csv,1,1,,0.693463,,0.690565,,100,4950,4950,0.005205,0.005210,0.017370,0.017460,,,,,0.002539,0.002898,1,0.000797,0.000786,0.011159,0.011226,0.000209,0.000208,0.011956,0.012040,,,,,,,
