method,scenario,topology_a,topology_b,ordered_pair_label,latent_spearman,metric_spearman,delta_spearman,metric_spearman_column,n_observations,source_csv,ordered_topology_pairs,mesh_pair_level,chamfer_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,chamfer_seconds_mean,chamfer_seconds_median,total_pair_seconds_mean,total_pair_seconds_median,output_dir,output_json,output_csv,output_md,registered_chamfer_spearman,registered_chamfer_pearson,model_beats_registered_chamfer,rigid_icp_seconds_mean,rigid_icp_seconds_median,nonrigid_cpd_seconds_mean,nonrigid_cpd_seconds_median,warp_seconds_mean,warp_seconds_median,registration_seconds_mean,registration_seconds_median,nicp_correspondence_spearman,nicp_correspondence_pearson,model_beats_nicp_correspondence,nonrigid_nicp_seconds_mean,nonrigid_nicp_seconds_median,metric_seconds_mean,metric_seconds_median
raw_chamfer,clean,original,down8k,original__to__down8k,0.772341,0.240268,0.532073,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/original__to__down8k/ranking_summary.csv,1,1,0.240268,0.795872,0.308753,0.487119,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,original,noisy,original__to__noisy,0.822388,0.627356,0.195032,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/original__to__noisy/ranking_summary.csv,1,1,0.627356,0.846550,0.641630,0.204920,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,original,remesh,original__to__remesh,0.761843,0.553160,0.208683,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/original__to__remesh/ranking_summary.csv,1,1,0.553160,0.784246,0.580553,0.203694,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,original,up60k,original__to__up60k,0.786672,0.413965,0.372708,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/original__to__up60k/ranking_summary.csv,1,1,0.413965,0.811031,0.446480,0.364551,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,remesh,crop,remesh__to__crop,0.684899,0.101850,0.583049,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/remesh__to__crop/ranking_summary.csv,1,1,0.101850,0.725806,0.224112,0.501694,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,remesh,down8k,remesh__to__down8k,0.795735,0.338333,0.457401,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/remesh__to__down8k/ranking_summary.csv,1,1,0.338333,0.824835,0.393437,0.431398,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,remesh,noisy,remesh__to__noisy,0.784484,0.621048,0.163436,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/remesh__to__noisy/ranking_summary.csv,1,1,0.621048,0.815469,0.669457,0.146012,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,remesh,original,remesh__to__original,0.770669,0.622336,0.148333,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/remesh__to__original/ranking_summary.csv,1,1,0.622336,0.804695,0.669434,0.135261,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,remesh,up60k,remesh__to__up60k,0.805621,0.525408,0.280213,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/remesh__to__up60k/ranking_summary.csv,1,1,0.525408,0.833404,0.561802,0.271602,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,up60k,crop,up60k__to__crop,0.705220,0.061105,0.644115,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/up60k__to__crop/ranking_summary.csv,1,1,0.061105,0.746336,0.182602,0.563734,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,up60k,down8k,up60k__to__down8k,0.798419,0.563795,0.234624,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/up60k__to__down8k/ranking_summary.csv,1,1,0.563795,0.827973,0.599204,0.228769,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,up60k,noisy,up60k__to__noisy,0.797932,0.596890,0.201042,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/up60k__to__noisy/ranking_summary.csv,1,1,0.596890,0.829819,0.638018,0.191802,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,up60k,original,up60k__to__original,0.788413,0.539300,0.249113,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/up60k__to__original/ranking_summary.csv,1,1,0.539300,0.822885,0.592041,0.230844,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,clean,up60k,remesh,up60k__to__remesh,0.800763,0.573409,0.227354,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/clean/up60k__to__remesh/ranking_summary.csv,1,1,0.573409,0.828871,0.623813,0.205058,1,100,4950,4950,0.025258,0.025258,0.025258,0.025258,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,crop,down8k,crop__to__down8k,0.585308,-0.092051,0.677359,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/crop__to__down8k/ranking_summary.csv,1,1,-0.092051,0.605933,0.018419,0.587514,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,crop,noisy,crop__to__noisy,0.656367,-0.049436,0.705803,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/crop__to__noisy/ranking_summary.csv,1,1,-0.049436,0.681657,0.080089,0.601568,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,crop,original,crop__to__original,0.686659,-0.041508,0.728167,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/crop__to__original/ranking_summary.csv,1,1,-0.041508,0.713367,0.093402,0.619965,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,crop,remesh,crop__to__remesh,0.563534,-0.013662,0.577196,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/crop__to__remesh/ranking_summary.csv,1,1,-0.013662,0.589145,0.120828,0.468317,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,crop,up60k,crop__to__up60k,0.627666,-0.069524,0.697191,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/crop__to__up60k/ranking_summary.csv,1,1,-0.069524,0.650773,0.064358,0.586415,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,down8k,crop,down8k__to__crop,0.608533,0.044194,0.564339,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/down8k__to__crop/ranking_summary.csv,1,1,0.044194,0.649096,0.204372,0.444724,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,down8k,noisy,down8k__to__noisy,0.692082,0.495489,0.196593,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/down8k__to__noisy/ranking_summary.csv,1,1,0.495489,0.731748,0.556917,0.174832,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,down8k,original,down8k__to__original,0.710318,0.441461,0.268856,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/down8k__to__original/ranking_summary.csv,1,1,0.441461,0.749278,0.524497,0.224782,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,down8k,remesh,down8k__to__remesh,0.700946,0.406858,0.294088,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/down8k__to__remesh/ranking_summary.csv,1,1,0.406858,0.738231,0.490864,0.247367,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,down8k,up60k,down8k__to__up60k,0.732286,0.576307,0.155980,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/down8k__to__up60k/ranking_summary.csv,1,1,0.576307,0.766399,0.622806,0.143593,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,noisy,crop,noisy__to__crop,0.673984,0.089186,0.584798,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/noisy__to__crop/ranking_summary.csv,1,1,0.089186,0.707477,0.252943,0.454533,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,noisy,down8k,noisy__to__down8k,0.684142,0.326846,0.357296,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/noisy__to__down8k/ranking_summary.csv,1,1,0.326846,0.714141,0.366483,0.347658,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,noisy,original,noisy__to__original,0.754559,0.658773,0.095786,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/noisy__to__original/ranking_summary.csv,1,1,0.658773,0.786233,0.677539,0.108694,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,noisy,remesh,noisy__to__remesh,0.667592,0.561662,0.105930,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/noisy__to__remesh/ranking_summary.csv,1,1,0.561662,0.693463,0.611619,0.081844,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,noisy,up60k,noisy__to__up60k,0.718296,0.532469,0.185827,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/noisy__to__up60k/ranking_summary.csv,1,1,0.532469,0.745987,0.566740,0.179247,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,original,crop,original__to__crop,0.708450,0.100247,0.608203,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/original__to__crop/ranking_summary.csv,1,1,0.100247,0.739277,0.263400,0.475878,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,original,down8k,original__to__down8k,0.689050,0.260902,0.428148,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/original__to__down8k/ranking_summary.csv,1,1,0.260902,0.721652,0.320932,0.400720,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,original,noisy,original__to__noisy,0.756498,0.625148,0.131350,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/original__to__noisy/ranking_summary.csv,1,1,0.625148,0.787509,0.639379,0.148130,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,original,remesh,original__to__remesh,0.673952,0.548717,0.125235,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/original__to__remesh/ranking_summary.csv,1,1,0.548717,0.705739,0.595966,0.109772,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,original,up60k,original__to__up60k,0.731994,0.473179,0.258815,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/original__to__up60k/ranking_summary.csv,1,1,0.473179,0.760390,0.502266,0.258124,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,remesh,crop,remesh__to__crop,0.609802,0.120985,0.488817,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/remesh__to__crop/ranking_summary.csv,1,1,0.120985,0.655566,0.277582,0.377985,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,remesh,down8k,remesh__to__down8k,0.716177,0.310134,0.406043,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/remesh__to__down8k/ranking_summary.csv,1,1,0.310134,0.756152,0.359343,0.396810,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,remesh,noisy,remesh__to__noisy,0.692870,0.597954,0.094916,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/remesh__to__noisy/ranking_summary.csv,1,1,0.597954,0.736963,0.645896,0.091067,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,remesh,original,remesh__to__original,0.709636,0.616533,0.093103,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/remesh__to__original/ranking_summary.csv,1,1,0.616533,0.751364,0.664368,0.086996,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
raw_chamfer,jitter,remesh,up60k,remesh__to__up60k,0.754749,0.531633,0.223116,chamfer_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_chamfer_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_noicp/jitter/remesh__to__up60k/ranking_summary.csv,1,1,0.531633,0.789824,0.567029,0.222795,1,100,4950,4950,0.030040,0.030040,0.030040,0.030040,,,,,,,,,,,,,,,,,,,,,,
