scenario,topology_a,topology_b,ordered_pair_label,ordered_topology_pairs,mesh_pair_level,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,n_observations,chamfer_seconds_mean,chamfer_seconds_median,total_pair_seconds_mean,total_pair_seconds_median,output_dir,output_json,output_csv,output_md,method,gt_reference,metric_spearman,metric_column,registered_chamfer_spearman,registered_chamfer_pearson,model_beats_registered_chamfer,rigid_icp_seconds_mean,rigid_icp_seconds_median,nonrigid_cpd_seconds_mean,nonrigid_cpd_seconds_median,warp_seconds_mean,warp_seconds_median,registration_seconds_mean,registration_seconds_median
clean,up60k,noisy,up60k__to__noisy,1,1,0.795927,0.720929,0.074998,0.82124,0.779308,0.041932,1.0,100,4950,4950,4950,0.025245,0.025245,0.025245,0.025245,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__noisy/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.720929,chamfer_spearman,,,,,,,,,,,
clean,up60k,original,up60k__to__original,1,1,0.786778,0.621466,0.165312,0.81459,0.71607,0.098519,1.0,100,4950,4950,4950,0.025245,0.025245,0.025245,0.025245,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__original/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.621466,chamfer_spearman,,,,,,,,,,,
clean,up60k,remesh,up60k__to__remesh,1,1,0.808656,0.669298,0.139358,0.826326,0.745676,0.08065,1.0,100,4950,4950,4950,0.025245,0.025245,0.025245,0.025245,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__remesh/ranking_summary.md,raw_noicp,surrogate_gt_normalized,0.669298,chamfer_spearman,,,,,,,,,,,
clean,crop,down8k,crop__to__down8k,1,1,0.676695,,0.766902,0.702187,,0.711222,,100,4950,4950,4950,0.00056,0.000443,0.001244,0.001207,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__down8k/ranking_summary.md,rigid_only,surrogate_gt_normalized,-0.090207,registered_chamfer_spearman,-0.090207,-0.009035,1.0,0.000635,0.000617,0.0,0.0,5e-05,4.3e-05,0.000635,0.000617
clean,crop,noisy,crop__to__noisy,1,1,0.73428,,0.795856,0.761727,,0.747129,,100,4950,4950,4950,0.007004,0.007089,0.007861,0.007936,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__noisy/ranking_summary.md,rigid_only,surrogate_gt_normalized,-0.061575,registered_chamfer_spearman,-0.061575,0.014598,1.0,0.000819,0.00081,0.0,0.0,3.9e-05,3.7e-05,0.000819,0.00081
clean,crop,original,crop__to__original,1,1,0.759643,,0.80657,0.785913,,0.726957,,100,4950,4950,4950,0.007004,0.007089,0.007849,0.007924,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__original/ranking_summary.md,rigid_only,surrogate_gt_normalized,-0.046927,registered_chamfer_spearman,-0.046927,0.058955,1.0,0.000807,0.000799,0.0,0.0,3.9e-05,3.7e-05,0.000807,0.000799
clean,crop,remesh,crop__to__remesh,1,1,0.664726,,0.66276,0.685895,,0.665302,,100,4950,4950,4950,0.003722,0.004237,0.004541,0.005034,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__remesh/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.001967,registered_chamfer_spearman,0.001967,0.020594,1.0,0.000777,0.000774,0.0,0.0,4.2e-05,3.8e-05,0.000777,0.000774
clean,crop,up60k,crop__to__up60k,1,1,0.69473,,0.757237,0.719626,,0.727983,,100,4950,4950,4950,0.026867,0.031662,0.027437,0.03237,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/crop__to__up60k/ranking_summary.md,rigid_only,surrogate_gt_normalized,-0.062507,registered_chamfer_spearman,-0.062507,-0.008357,1.0,0.000512,0.000504,0.0,0.0,5.8e-05,5.2e-05,0.000512,0.000504
clean,down8k,crop,down8k__to__crop,1,1,0.647715,,0.666609,0.695198,,0.653249,,100,4950,4950,4950,0.000579,0.000452,0.001218,0.001168,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__crop/ranking_summary.md,rigid_only,surrogate_gt_normalized,-0.018894,registered_chamfer_spearman,-0.018894,0.041949,1.0,0.000588,0.000576,0.0,0.0,5.2e-05,4.5e-05,0.000588,0.000576
clean,down8k,noisy,down8k__to__noisy,1,1,0.784325,,0.231942,0.810266,,0.542104,,100,4950,4950,4950,0.000444,0.000439,0.001391,0.00139,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__noisy/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.552383,registered_chamfer_spearman,0.552383,0.268162,1.0,0.000907,0.000906,0.0,0.0,4e-05,3.9e-05,0.000907,0.000906
clean,down8k,original,down8k__to__original,1,1,0.773245,,0.287543,0.801978,,0.294072,,100,4950,4950,4950,0.000444,0.000439,0.001384,0.001382,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__original/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.485701,registered_chamfer_spearman,0.485701,0.507906,1.0,0.0009,0.000899,0.0,0.0,4e-05,3.9e-05,0.0009,0.000899
clean,down8k,remesh,down8k__to__remesh,1,1,0.796094,,0.451773,0.815293,,0.35093,,100,4950,4950,4950,0.000358,0.000349,0.001212,0.001199,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__remesh/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.344321,registered_chamfer_spearman,0.344321,0.464363,1.0,0.000814,0.000803,0.0,0.0,4.1e-05,3.9e-05,0.000814,0.000803
clean,down8k,up60k,down8k__to__up60k,1,1,0.807198,,0.207047,0.82637,,0.176028,,100,4950,4950,4950,0.011649,0.012422,0.01245,0.013234,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/down8k__to__up60k/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.600151,registered_chamfer_spearman,0.600151,0.650342,1.0,0.000757,0.00075,0.0,0.0,4.4e-05,4e-05,0.000757,0.00075
clean,noisy,crop,noisy__to__crop,1,1,0.714387,,0.717773,0.749693,,0.679696,,100,4950,4950,4950,0.007548,0.007624,0.008415,0.008485,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__crop/ranking_summary.md,rigid_only,surrogate_gt_normalized,-0.003386,registered_chamfer_spearman,-0.003386,0.069997,1.0,0.000827,0.000825,0.0,0.0,3.9e-05,3.7e-05,0.000827,0.000825
clean,noisy,down8k,noisy__to__down8k,1,1,0.8022,,0.291687,0.818911,,0.659126,,100,4950,4950,4950,0.000445,0.00044,0.00139,0.001387,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__down8k/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.510512,registered_chamfer_spearman,0.510512,0.159785,1.0,0.000907,0.000906,0.0,0.0,3.8e-05,3.7e-05,0.000907,0.000906
clean,noisy,original,noisy__to__original,1,1,0.832441,,0.116259,0.85048,,0.151055,,100,4950,4950,4950,0.00913,0.009131,0.010094,0.010099,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__original/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.716182,registered_chamfer_spearman,0.716182,0.699426,1.0,0.000925,0.000929,0.0,0.0,3.9e-05,3.8e-05,0.000925,0.000929
clean,noisy,remesh,noisy__to__remesh,1,1,0.788333,,0.237887,0.802457,,0.367881,,100,4950,4950,4950,0.005206,0.005211,0.006106,0.006111,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__remesh/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.550446,registered_chamfer_spearman,0.550446,0.434576,1.0,0.000861,0.000862,0.0,0.0,3.8e-05,3.7e-05,0.000861,0.000862
clean,noisy,up60k,noisy__to__up60k,1,1,0.813201,,0.145844,0.828653,,0.307922,,100,4950,4950,4950,0.048387,0.0485,0.049335,0.049434,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/noisy__to__up60k/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.667357,registered_chamfer_spearman,0.667357,0.520732,1.0,0.000909,0.000906,0.0,0.0,3.9e-05,3.8e-05,0.000909,0.000906
clean,original,crop,original__to__crop,1,1,0.742565,,0.730285,0.774294,,0.685989,,100,4950,4950,4950,0.007548,0.007624,0.008398,0.008468,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__crop/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.01228,registered_chamfer_spearman,0.01228,0.088304,1.0,0.000811,0.000802,0.0,0.0,3.9e-05,3.7e-05,0.000811,0.000802
clean,original,down8k,original__to__down8k,1,1,0.797868,,0.352523,0.815532,,0.612196,,100,4950,4950,4950,0.000445,0.000439,0.001379,0.00137,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__down8k/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.445345,registered_chamfer_spearman,0.445345,0.203336,1.0,0.000896,0.000886,0.0,0.0,3.8e-05,3.7e-05,0.000896,0.000886
clean,original,noisy,original__to__noisy,1,1,0.837935,,0.122632,0.854839,,0.177204,,100,4950,4950,4950,0.009127,0.009131,0.010087,0.010098,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__noisy/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.715303,registered_chamfer_spearman,0.715303,0.677635,1.0,0.000922,0.000927,0.0,0.0,3.9e-05,3.7e-05,0.000922,0.000927
clean,original,remesh,original__to__remesh,1,1,0.783039,,0.193851,0.797925,,0.201343,,100,4950,4950,4950,0.005206,0.005211,0.006112,0.006115,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__remesh/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.589189,registered_chamfer_spearman,0.589189,0.596582,1.0,0.000868,0.000866,0.0,0.0,3.9e-05,3.7e-05,0.000868,0.000866
clean,original,up60k,original__to__up60k,1,1,0.811467,,0.156497,0.827665,,0.447197,,100,4950,4950,4950,0.04838,0.0485,0.049302,0.049407,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/original__to__up60k/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.654971,registered_chamfer_spearman,0.654971,0.380468,1.0,0.000882,0.000877,0.0,0.0,3.9e-05,3.8e-05,0.000882,0.000877
clean,remesh,crop,remesh__to__crop,1,1,0.631949,,0.564903,0.677672,,0.599811,,100,4950,4950,4950,0.002875,0.003344,0.003682,0.004109,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__crop/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.067047,registered_chamfer_spearman,0.067047,0.077861,1.0,0.000765,0.000761,0.0,0.0,4.2e-05,3.8e-05,0.000765,0.000761
clean,remesh,down8k,remesh__to__down8k,1,1,0.787238,,0.508057,0.810487,,0.459778,,100,4950,4950,4950,0.000356,0.000349,0.001227,0.001212,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__down8k/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.279181,registered_chamfer_spearman,0.279181,0.350708,1.0,0.000832,0.000818,0.0,0.0,3.8e-05,3.7e-05,0.000832,0.000818
clean,remesh,noisy,remesh__to__noisy,1,1,0.761023,,0.223156,0.788651,,0.20735,,100,4950,4950,4950,0.003704,0.003708,0.004607,0.004614,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/clean/remesh__to__noisy/ranking_summary.md,rigid_only,surrogate_gt_normalized,0.537867,registered_chamfer_spearman,0.537867,0.581301,1.0,0.000864,0.000868,0.0,0.0,3.8e-05,3.7e-05,0.000864,0.000868
